summary_nr,rel_insp_nr,age,sex,nature_of_inj,part_of_body,src_of_injury,event_type,evn_factor,hum_factor,occ_code,degree_of_inj,task_assigned,hazsub,const_op,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,load_dt
220747448,340454669,0,,6,13,24,6,6,10,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220747455,340454438,0,,3,13,1,5,13,4,515,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220747463,340454859,0,,12,13,43,5,18,11,496,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220747661,340456755,0,,21,13,8,4,18,5,779,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220747687,340457118,0,,5,4,26,14,15,20,748,1,1,2270,,,,,,1,2017-02-24 01:00:54.721979
220747760,340458413,0,,21,5,30,2,8,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220748313,340453802,0,,4,19,16,8,10,4,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220748313,340453802,0,,4,19,16,8,10,4,614,1,1,,,,,,,2,2017-02-24 01:00:54.721979
220748313,340453802,0,,5,19,16,8,10,4,614,1,1,,,,,,,3,2017-02-24 01:00:54.721979
220748446,340461235,0,,21,31,43,1,18,18,318,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220748446,340480268,0,,21,31,43,1,18,18,318,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220748644,340461466,0,,21,5,30,1,18,14,695,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220748958,340458264,0,,6,13,39,1,5,1,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220748982,340464502,0,,12,3,42,5,13,14,243,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220749030,340464668,0,,12,13,30,2,8,18,876,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220749469,340464593,0,,6,13,30,4,18,14,486,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220750061,340466655,0,,21,13,8,5,13,20,484,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220750145,340372473,0,,21,31,43,14,18,14,534,1,2,,24,24,,,,1,2017-02-24 01:00:54.721979
220750186,340415165,0,,12,13,41,6,18,20,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220750459,340451954,0,,6,13,29,1,18,14,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220750848,340473412,0,,12,13,7,1,6,1,439,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220750889,340473479,0,,21,31,43,14,18,14,157,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220751143,340476506,0,,12,13,43,1,18,1,495,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220751598,340481712,0,,21,13,43,1,8,18,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220751671,340482280,0,,3,5,30,1,18,1,505,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220751689,340479575,0,,21,31,43,12,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220751887,340485135,0,,21,13,43,1,6,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220751952,340485606,0,,21,1,30,1,6,4,883,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220752182,340488527,0,,21,19,40,1,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220752257,340489061,0,,21,19,43,1,6,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220752323,340471283,0,,3,13,43,5,17,4,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220752703,340421080,0,,21,1,43,2,8,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220752711,340492685,0,,21,13,42,5,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220752893,340495597,0,,21,13,43,1,18,14,259,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220752950,340496405,0,,6,13,43,5,18,14,783,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220753065,340497015,0,,3,3,27,1,6,4,783,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220753107,340496868,0,,5,20,23,1,12,4,766,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220753107,340496868,0,,5,3,43,1,15,4,766,2,1,,,,,,,2,2017-02-24 01:00:54.721979
220753107,340496868,0,,21,4,28,1,15,4,766,1,1,,,,,,,3,2017-02-24 01:00:54.721979
220753107,340496868,0,,21,4,26,1,5,4,766,2,1,,,,,,,4,2017-02-24 01:00:54.721979
220753354,340501824,0,,21,4,43,14,13,14,549,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220753420,340515857,0,,3,16,28,1,8,18,216,1,1,,35,35,26,,,1,2017-02-24 01:00:54.721979
220753420,340515832,0,,3,16,28,1,8,18,216,1,1,,35,35,26,,,1,2017-02-24 01:00:54.721979
220753420,340502558,0,,3,16,28,1,8,18,216,1,1,,35,35,26,,,1,2017-02-24 01:00:54.721979
220753487,340503135,0,,21,19,8,5,13,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220753610,340501691,0,,21,13,39,1,6,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220753743,340451335,0,,9,21,43,5,18,18,544,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220753826,340483700,0,,7,31,43,14,18,14,479,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220754220,340217066,0,,2,5,30,2,1,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220754220,340948249,0,,2,5,30,2,1,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220754436,340520295,0,,6,4,30,1,8,1,806,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220754923,340525740,0,,2,5,16,8,7,1,506,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220756001,340432657,0,,21,13,43,5,18,14,567,1,2,,30,30,30,,,1,2017-02-24 01:00:54.721979
220756001,340471556,0,,21,13,43,5,18,14,567,1,2,,30,30,30,,,1,2017-02-24 01:00:54.721979
220756654,340504620,0,,12,13,12,5,8,1,814,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220758288,340526763,0,,7,13,42,4,8,1,869,1,1,,50,,,,,1,2017-02-24 01:00:54.721979
220758890,340168418,0,,21,4,43,12,18,14,573,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220759302,340122811,0,,10,12,15,13,18,14,577,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220759708,340563881,0,,21,31,43,14,18,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220759716,340418748,0,,21,20,43,1,6,17,575,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220759914,340552025,0,,21,13,43,1,18,11,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220760532,340409358,0,,7,5,26,2,8,13,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220761266,340280593,0,,21,10,26,2,8,10,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220761399,340570985,0,,12,3,30,5,18,14,37,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220764294,340524909,0,,12,16,34,2,8,6,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220764658,340603554,0,,5,9,19,14,7,1,544,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220764658,340603554,0,,5,9,19,10,7,1,805,3,1,,,,,,,2,2017-02-24 01:00:54.721979
220764658,340603554,0,,5,13,19,14,7,1,544,2,1,,,,,,,3,2017-02-24 01:00:54.721979
220764724,340604735,0,,1,10,26,2,3,4,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220764930,340606433,0,,10,12,15,13,18,1,529,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220765077,340607605,0,,12,2,26,2,18,1,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220765234,340609338,0,,1,10,26,2,3,14,878,3,2,,,,,,,1,2017-02-24 01:00:54.721979
220765333,340609890,0,,7,18,27,2,8,14,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220765341,340609577,0,,7,23,24,6,18,13,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220765465,340611805,0,,3,13,43,1,18,1,869,1,2,,5,,,,,1,2017-02-24 01:00:54.721979
220765481,340611771,0,,5,3,35,14,10,1,783,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220765523,340612522,0,,7,1,30,1,14,10,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220765523,340623453,0,,7,1,30,1,14,10,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220765747,340614437,0,,12,16,30,2,2,14,875,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220765788,340614916,0,,1,10,26,2,2,12,779,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220765796,340615020,0,,7,12,30,2,18,1,453,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220765804,340613215,0,,5,5,23,14,10,14,,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220765812,340615053,0,,21,31,43,14,18,14,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220765887,340615624,0,,1,10,26,2,1,1,717,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220765903,340609064,0,,1,16,27,2,8,1,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220766018,340617430,0,,3,3,30,13,8,1,507,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220766059,340617950,0,,5,16,16,14,10,1,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220766059,340617950,0,,5,16,16,14,10,6,779,2,1,,,,,,,2,2017-02-24 01:00:54.721979
220766075,340618073,0,,2,5,29,2,2,6,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220766208,340618503,0,,12,14,5,4,18,14,157,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220766273,340619766,0,,21,19,29,1,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220766299,340415199,0,,7,19,5,14,2,1,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766299,340418326,0,,7,19,5,14,2,1,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766299,340413293,0,,7,19,5,14,2,1,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766307,340415132,0,,7,2,5,14,2,1,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766513,340621523,0,,21,4,43,12,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220766547,340618834,0,,6,13,26,5,8,1,999,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220766554,340618909,0,,12,5,26,1,5,1,999,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220766562,340610500,0,,21,31,26,2,1,9,694,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220766570,340622216,0,,21,13,43,1,18,17,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766588,340005297,0,,5,19,16,8,18,1,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766588,340005305,0,,5,19,16,8,18,1,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766588,340036102,0,,5,19,16,8,18,1,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766588,340036128,0,,5,19,16,8,18,1,783,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766596,340622398,0,,21,4,42,5,13,14,19,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220766620,340622653,0,,1,10,29,2,1,14,889,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220766638,340622778,0,,6,20,43,5,18,14,175,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220766653,340623107,0,,7,13,29,1,18,5,274,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220766679,340619683,0,,9,22,43,1,8,14,785,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220766745,340624295,0,,12,21,43,5,18,1,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220799860,340961077,0,,12,13,27,1,8,1,814,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220801997,340979210,0,,21,19,43,1,18,1,197,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220803803,340604891,0,,5,19,15,14,7,1,65,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220805386,340642669,0,,12,20,42,4,17,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220813489,340163369,0,,21,13,43,5,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220813497,341062743,0,,12,4,43,5,18,1,869,1,1,,43,,,,,1,2017-02-24 01:00:54.721979
220813620,341089878,0,,12,13,5,5,18,1,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220813703,341091254,0,,9,16,5,5,13,1,869,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220814016,341094407,0,,2,28,41,14,18,1,869,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220814107,341095917,0,,2,5,43,2,18,1,783,1,1,,5,5,26,,,1,2017-02-24 01:00:54.721979
220814313,341097798,0,,6,13,42,5,6,4,534,1,1,,24,43,20,,,1,2017-02-24 01:00:54.721979
220814347,341097913,0,,21,5,43,6,6,1,567,1,2,,,,26,,,1,2017-02-24 01:00:54.721979
220824288,340404482,0,,7,16,28,1,18,6,783,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220841241,341369056,0,,21,4,26,2,1,13,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220841258,341245017,0,,21,18,43,4,18,14,0,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220841340,341370427,0,,21,19,30,2,13,1,476,1,1,,32,32,,,,1,2017-02-24 01:00:54.721979
220841647,341372852,0,,21,13,43,2,18,1,826,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220841837,341374734,0,,12,20,30,1,8,14,744,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220842157,341377042,0,,21,31,43,14,18,14,479,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220842348,341379816,0,,21,19,30,2,13,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220842512,341381382,0,,21,31,43,14,18,14,479,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220842967,341384907,0,,21,5,30,2,18,14,588,1,1,,2,40,4,,,1,2017-02-24 01:00:54.721979
220843031,341385623,0,,3,4,24,5,8,9,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220843072,341386191,0,,21,4,43,12,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220843254,341386977,0,,21,31,41,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220843262,341387017,0,,21,31,27,14,8,14,549,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220843353,341387819,0,,7,13,43,1,6,18,864,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220843379,341382083,0,,2,4,43,1,6,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220843528,341388882,0,,21,4,42,5,13,9,567,1,2,,30,43,20,,,1,2017-02-24 01:00:54.721979
220843817,341391316,0,,21,31,43,12,18,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220844286,341393312,0,,21,15,15,14,11,1,235,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220844377,341393700,0,,21,5,33,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220844658,341396026,0,,21,19,43,2,6,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220844922,341399434,0,,21,31,43,12,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220844971,341400752,0,,21,4,30,6,8,14,359,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220845002,341400711,0,,2,20,26,2,18,1,486,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220845036,341401164,0,,21,21,43,1,6,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220845291,341405181,0,,20,14,43,1,6,14,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220845291,341405181,0,,21,13,43,1,6,14,889,1,2,,,,,,,2,2017-02-24 01:00:54.721979
220845499,341406502,0,,21,5,27,1,8,1,544,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220845515,341406767,0,,7,13,43,1,6,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220845861,341407963,0,,12,20,43,1,15,9,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220845986,341408664,0,,21,31,43,14,18,17,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220846000,341408854,0,,10,4,15,13,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220846729,341413235,0,,21,19,29,14,18,14,426,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220847057,341420818,0,,21,4,43,14,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220847172,341406023,0,,21,19,42,1,6,17,496,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220847321,341423945,0,,21,31,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220850499,341431450,0,,21,1,39,1,6,10,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220855647,341502599,0,,21,13,2,1,15,1,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220859532,341496305,0,,21,5,26,1,18,1,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220860019,341382000,0,,21,5,26,2,3,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220861777,341565067,0,,13,4,43,13,11,1,496,1,2,,70,70,23,,,1,2017-02-24 01:00:54.721979
220866271,341459006,0,,7,20,20,1,6,10,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220879944,341432243,0,,21,31,3,14,18,14,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220887921,341577591,0,,2,31,9,14,9,14,694,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220889042,341368140,0,,12,5,27,2,8,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220890271,341789055,0,,7,13,42,5,13,14,579,1,1,,15,15,16,,,1,2017-02-24 01:00:54.721979
220890297,341773950,0,,2,4,43,14,6,6,148,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220891527,341810430,0,,10,4,15,13,18,20,575,1,1,,24,,,,,1,2017-02-24 01:00:54.721979
220891576,341810547,0,,2,13,27,1,8,17,804,1,2,,70,,26,,,1,2017-02-24 01:00:54.721979
220891576,341834364,0,,2,13,27,1,8,17,804,1,2,,70,,26,,,1,2017-02-24 01:00:54.721979
220891907,341813129,0,,12,19,29,1,18,14,889,1,1,,18,70,7,,,1,2017-02-24 01:00:54.721979
220891915,341813079,0,,21,5,12,14,18,14,869,1,1,,11,,27,,,1,2017-02-24 01:00:54.721979
220891931,341813327,0,,6,19,30,1,8,14,473,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220892376,341818136,0,,12,16,29,1,13,10,,2,1,,,51,,,,1,2017-02-24 01:00:54.721979
220892780,341821239,0,,21,5,12,2,1,1,,1,1,,52,,,,,1,2017-02-24 01:00:54.721979
220892806,341821478,0,,6,13,42,5,13,1,589,1,1,,22,21,16,,,1,2017-02-24 01:00:54.721979
220892921,341821825,0,,6,13,6,1,15,14,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220892921,341821957,0,,6,13,6,1,15,14,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220892954,341822088,0,,6,13,42,5,13,1,589,1,1,,22,21,16,,,1,2017-02-24 01:00:54.721979
220892970,341822484,0,,21,5,43,14,18,14,505,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220893184,341822526,0,,6,13,27,5,13,1,589,1,1,,22,21,16,,,1,2017-02-24 01:00:54.721979
220893333,341824340,0,,21,31,43,14,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220893358,341824696,0,,9,20,42,5,13,18,567,1,1,,15,,14,,,1,2017-02-24 01:00:54.721979
220893408,341825032,0,,12,13,26,1,13,1,426,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220893713,341827129,0,,2,19,12,14,6,1,869,1,1,,1,,29,,,1,2017-02-24 01:00:54.721979
220893713,341827525,0,,2,19,12,14,6,1,869,1,1,,1,,29,,,1,2017-02-24 01:00:54.721979
220893713,341845303,0,,2,19,12,14,6,1,869,1,1,,1,,29,,,1,2017-02-24 01:00:54.721979
220893879,341821296,0,,21,13,27,1,18,14,8,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220894240,341830073,0,,3,5,30,1,1,10,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220894240,341830396,0,,3,5,30,1,1,10,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220894299,341830206,0,,21,31,43,14,18,14,576,1,1,,1,1,30,,,1,2017-02-24 01:00:54.721979
220894307,341830693,0,,2,16,43,1,6,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220894315,341830123,0,,21,13,43,5,18,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220894356,341830925,0,,21,13,8,5,6,1,595,1,2,,43,43,15,,,1,2017-02-24 01:00:54.721979
220894406,341831295,0,,21,19,43,5,13,14,575,1,1,,29,,20,,,1,2017-02-24 01:00:54.721979
220894497,341831840,0,,21,1,43,1,18,20,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220894505,341831881,0,,21,13,5,5,18,20,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220894513,341799617,0,,12,20,43,5,18,9,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220894620,341833192,0,,21,19,8,5,13,10,865,1,2,,70,70,20,,,1,2017-02-24 01:00:54.721979
220894646,341833408,0,,21,16,42,5,18,14,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220894893,341835189,0,,6,21,43,1,18,14,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220894992,341836153,0,,12,20,8,1,6,1,534,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220895098,341829265,0,,2,4,41,12,13,20,869,1,1,,23,23,8,,,1,2017-02-24 01:00:54.721979
220895163,341833085,0,,21,13,30,1,3,10,869,1,2,,11,11,21,,,1,2017-02-24 01:00:54.721979
220895213,341837763,0,,7,14,27,1,8,4,539,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220895809,341840346,0,,7,13,8,5,18,14,595,1,1,,43,14,15,,,1,2017-02-24 01:00:54.721979
220895981,341838746,0,,21,20,7,2,8,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220896047,341842888,0,,6,4,26,1,14,1,869,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220896104,341843092,0,,21,5,43,12,18,14,567,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220896203,341843779,0,,6,19,43,5,13,20,864,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220896260,341844165,0,,12,13,42,5,18,14,599,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220896369,341845063,0,,21,31,43,12,18,14,587,1,1,,25,,,,,1,2017-02-24 01:00:54.721979
220896849,341820413,0,,21,4,43,14,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220897045,341850485,0,,12,13,43,1,5,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220897078,341850881,0,,6,13,27,6,1,1,889,1,2,,,40,2,,,1,2017-02-24 01:00:54.721979
220897078,341854792,0,,6,13,27,6,1,1,889,1,2,,,40,2,,,1,2017-02-24 01:00:54.721979
220897151,341851392,0,,21,4,20,6,8,4,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220897268,341851988,0,,12,4,25,5,18,1,759,1,1,,15,70,14,,,1,2017-02-24 01:00:54.721979
220897391,341853901,0,,7,13,8,5,13,1,567,1,2,,20,,14,,,1,2017-02-24 01:00:54.721979
220898043,341859627,0,,12,5,40,1,18,1,486,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220898076,341856581,0,,6,13,43,1,5,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220898084,341860039,0,,21,31,39,1,18,18,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220898761,341865798,0,,2,16,12,1,6,17,869,1,2,,11,11,29,,,1,2017-02-24 01:00:54.721979
220898779,341865954,0,,21,5,30,2,8,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220898985,341866887,0,,1,4,30,1,17,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220898993,341867000,0,,21,19,43,1,6,11,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220898993,341867083,0,,21,19,43,1,6,11,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220899082,341868453,0,,21,13,43,2,18,1,506,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220899140,341868693,0,,21,19,27,1,8,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220899157,341868875,0,,21,9,39,1,5,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220899223,341865293,0,,7,13,8,5,13,4,579,1,1,,15,15,16,,,1,2017-02-24 01:00:54.721979
220899223,341865293,0,,6,9,24,5,13,4,137,2,2,,15,15,16,,,2,2017-02-24 01:00:54.721979
220899371,341870483,0,,21,4,43,4,13,4,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220899629,341871796,0,,6,13,43,14,18,14,567,2,1,,30,,,,,1,2017-02-24 01:00:54.721979
220899629,341871796,0,,3,15,43,1,18,14,567,2,1,,30,,,,,2,2017-02-24 01:00:54.721979
220899629,341871796,0,,12,31,43,1,18,14,567,2,1,,30,,,,,3,2017-02-24 01:00:54.721979
220899660,341872182,0,,21,31,43,14,18,14,889,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220899769,341872745,0,,21,13,43,5,18,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220899835,341873594,0,,20,11,42,4,13,7,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220899843,341832368,0,,5,19,24,13,8,10,567,1,1,,14,14,10,,,1,2017-02-24 01:00:54.721979
220901037,341880813,0,,21,19,30,2,8,1,4,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220901102,341881043,0,,21,13,27,1,8,1,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220902126,341884419,0,,21,4,3,1,18,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220902621,341887826,0,,2,5,26,2,11,14,498,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220902647,341888287,0,,21,13,43,1,6,10,77,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220902654,341888261,0,,21,13,26,1,5,1,713,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220902787,341889434,0,,9,28,30,1,13,10,855,1,1,,1,34,,,,1,2017-02-24 01:00:54.721979
220903280,341893147,0,,12,13,42,5,18,14,579,1,1,,15,,14,,,1,2017-02-24 01:00:54.721979
220903314,341893071,0,,2,28,41,9,13,14,579,1,1,,15,15,16,,,1,2017-02-24 01:00:54.721979
220903660,341895571,0,,21,13,43,5,13,17,599,1,1,,66,66,20,,,1,2017-02-24 01:00:54.721979
220903835,341896553,0,,12,13,30,2,2,1,0,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220903843,341896744,0,,21,13,43,5,18,17,567,1,1,,14,43,15,,,1,2017-02-24 01:00:54.721979
220903884,341896926,0,,21,4,27,2,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220903942,341897239,0,,21,31,43,12,18,14,477,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220904064,341898336,0,,10,21,15,13,18,14,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220904072,341848331,0,,21,28,41,12,7,16,889,1,1,L130,,,,,,1,2017-02-24 01:00:54.721979
220904122,341899193,0,,21,31,42,13,18,14,999,1,1,,,,,,,1,2017-02-24 01:00:54.721979
