summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
220766877,0625700,2015-05-05 03:05:00,,EMPLOYEE AMPUTATES TIP OF HIS INDEX FINGER WHILE CHECKING PR,"CAUGHT IN,FINGER,AMPUTATION,SPROCKET",,,,,,,,,,2017-02-24 01:00:54.645861
220765812,0522500,2015-05-06 12:05:00,,EMPLOYEE IS FOUND DEAD FROM HEART ATTACK WHILE CUTTING GRASS,"HEART ATTACK,LAWN MOWER,HEART",,,,,,,X,,,2017-02-24 01:00:54.645861
220892806,0626700,2016-10-03 11:10:00,,EMPLOYEE FALLS THROUGH WINDOW AND DIES.,"ELEVATED WORK PLATFORM,FALL",B,5,70,G,A,,X,,,2017-02-24 01:00:54.645861
220916613,0316700,2016-12-23 03:12:00,,EMPLOYEE FALLS THROUGH ICE INTO LAKE AND DROWNS,"DROWNING,HORSEPLAY,FROZEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220767933,0419400,2015-05-19 10:05:00,,EMPLOYEE CRUSHES FINGERS IN MACHINERY,"CAUGHT IN,AMPUTATED,CRUSHED,FINGER,LOCKOUT/TAGOUT",,,,,,,,,,2017-02-24 01:00:54.645861
220767974,1055330,2015-05-11 12:05:00,,EMPLOYEE BREAKS LEG WHEN HIS FOOT GETS CAUGHT BETWEEN A LUMB,"CAUGHT BETWEEN,LEG,FRACTURE",,,,,,,,,,2017-02-24 01:00:54.645861
220768204,0830500,2015-05-14 04:05:00,,EMPLOYEE DAMAGES LIGAMENTS WHEN ARM IS CAUGHT BY CONVEYOR PU,"PULLEY,CONVEYOR,ARM",,,,,,,,,,2017-02-24 01:00:54.645861
220768253,0950641,2015-05-12 08:05:00,,EMPLOYEE'S FINGER IS AMPUTATED BY BAND SAW.,"BANDSAW,FINGER,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220768287,0950624,2015-05-14 07:05:00,,EMPLOYEE CUTS FINGERS AND FRACTURES ARM WHEN PULLED INTO AN ,"ELEVATOR,LACERATION,LOCKOUT/TAGOUT,FRACTURE,FOREARM",,,,,,,,,,2017-02-24 01:00:54.645861
220767776,0830600,2015-05-01 05:05:00,,EMPLOYEE SEVERELY INJURES ARM IN FALL FROM ELEVATED PLATFORM,"ARM,FRACTURE,ELEVATED WORK PLATFORM,FALL",,,,,,,,,,2017-02-24 01:00:54.645861
220767842,0521400,2015-05-09 01:05:00,,EMPLOYEE DIES FROM NECK INJURIES,"ELEVATOR,NECK,FALL,FRACTURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220768345,1055320,2015-05-05 07:05:00,,EMPLOYEE INJURES FOOT WHEN A FORKLIFT BACKS OVER IT,"BACKING UP,RUN OVER,INDUSTRIAL TRUCK,FOOT CONTROL",,,,,,,,,,2017-02-24 01:00:54.645861
220768352,1055320,2015-05-14 04:05:00,,EMPLOYEE AMPUTATES FINGER IN A PACKAGING CUTTER,"AMPUTATED,FINGER,BLADE",,,,,,,,,,2017-02-24 01:00:54.645861
220768360,1055320,2015-05-08 09:05:00,,EMPLOYEE DRINKS DISH DETERGENT FROM AN UNLABELED BOTTLE,"POISONING,CHEMICAL,DETERGENT",,,,,,,,,,2017-02-24 01:00:54.645861
220768477,0627510,2015-05-12 11:05:00,,EMPLOYEE AMPUTATES AND FRACTURES RIGHT RING AND MIDDLE FINGE,"AMPUTATED,FINGER,CLEANING,COMMUNICATION,FRACTURE,LOCKOUT/TAGOUT",,,,,,,,,,2017-02-24 01:00:54.645861
220767016,0418300,2015-05-07 10:05:00,,EMPLOYEE FRACTURES SEVERAL BONES WHEN CAUGHT BETWEEN CEMENT ,"POURING,CAUGHT IN,FRACTURE,CONCRETE TRUCK",,,,,,,,,,2017-02-24 01:00:54.645861
220767081,0524530,2015-05-07 01:05:00,,EMPLOYEE IS INJURED DURING FALL FROM OIL DERRICK,"ANKLE,DIGGER/DERRICK,OIL WELL DRILLING/SERVICING,LACERATION,FALL",,,,,,,,,,2017-02-24 01:00:54.645861
220767107,0950615,2015-05-01 03:05:00,,EMPLOYEE FRACTURES HIP IN FALL FROM SLIPPERY SURFACE,"SLIPPERY SURFACE,FALL,FRACTURE,HIP",,,,,,,,,,2017-02-24 01:00:54.645861
220767347,0950624,2015-05-07 10:05:00,,EMPLOYEE AMPUTATES TWO FINGERS WHEN ALIGNING BRACKET HOLES O,"TOW TRUCK,FINGER,CRUSHED,AMPUTATED",,,,,,,,,,2017-02-24 01:00:54.645861
220767370,0317500,2015-05-12 04:05:00,,EMPLOYEE AMPUTATES THREE FINGERS WHILE CLEANING DYE CUTTER,"FINGER,MACHINE GUARDING,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220767446,1050210,2015-05-05 03:05:00,,EMPLOYEE PARTIALLY AMPUTATES FINGERS WHILE PERFORMING MAINTE,"FAN,MAINTENANCE,AMPUTATION,FINGER",,,,,,,,,,2017-02-24 01:00:54.645861
220741755,0626700,2015-02-21 06:02:00,,EMPLOYEE FALLS OVER AND HITS BENCH SEATS WHILE IN MASCOT COS,"STRUCK BY,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220903314,0213100,2016-11-04 11:11:00,,EMPLOYEE FALLS INTO CANAL AND DROWNS WHEN SCAFFOLD COLLAPSES,"ASPHYXIATED,DROWNING,FALL,FALL PROTECTION,SCAFFOLD,ELEVATED WORK PLATFORM,BROKEN CABLE",J,,,,C,,X,,,2017-02-24 01:00:54.645861
220893408,0950632,2016-10-08 10:10:00,,EMPLOYEE IS RUN OVER BY TRUCK AND IS KILLED,"TRAILER,TRUCK,CAUGHT BY,RUN OVER",,,,,,,X,,,2017-02-24 01:00:54.645861
220701080,0112600,2015-01-23 11:01:00,,EMPLOYEE  IS CRUSHED BY SKID STEER BUCKET WHILE PERFORMING M,"SKIDDER,MAINTENANCE,BUCKET ELEVATOR,LOCKOUT/TAGOUT,HYDRAULIC LINE,POWERED INDUSTRIAL VEHICLE,CRUSHED,ASPHYXIATED",,,,,,,X,,,2017-02-24 01:00:54.645861
220911218,0625700,2016-11-17 03:11:00,,EMPLOYEE IS ENGULFED IN A GRAIN BIN AND SUFFOCATES,"ASPHYXIATED,GRAIN BIN,LOCKOUT/TAGOUT",,,,,,,X,,,2017-02-24 01:00:54.645861
220907000,0253610,2016-10-26 06:10:00,,EMPLOYEE STRUCK AND KILLED BY MOTOR VEHICLE,"STRUCK BY,MOTOR VEHICLE,HIGHWAY,TRACTOR TRAILER",,,,,,,X,,,2017-02-24 01:00:54.645861
220208953,0111100,2012-07-04 11:07:00,,EMPLOYEE STRUCK-BY HEAVY EQUIPMENT MACHINERY,"CRUSHING,HARVESTER,MECHANIC,LOGGING,STRUCK BY,WELDING",,,,,,,X,,,2017-02-24 01:00:54.645861
220847172,0950623,2016-04-14 03:04:00,,EMPLOYEE IS STRUCK AND KILLED BY OUT OF CONTROL LOG.,"CRUSHING,STRUCK BY,LOGGING,LOGGER,LOG,SLOPE",,,,,,,X,,,2017-02-24 01:00:54.645861
220220354,0625400,2012-07-11 06:07:00,,ONE EMPLOYEE IS KILLED ANOTHER INJURED IN FALL FROM BACK OF ,"STRUCK AGAINST,CONSTRUCTION VEHICLE,CONCRETE,TRUCK",I,,,,B,,X,,,2017-02-24 01:00:54.645861
220767818,0627510,2015-05-17 06:05:00,,EMPLOYEE'S SKULL IS FRACTURED DURING FALL FROM DRILLING PLAT,"STRUCK BY,OIL WELL DRILLING/SERVICING,MATERIAL HANDLING,FRACTURE,ELEVATED WORK PLATFORM,SKULL",,,,,,,X,,,2017-02-24 01:00:54.645861
220701940,0950612,2015-01-27 08:01:00,,DRYWALL INSTALLER FALLS FROM MOBILE SCAFFOLD AND FRACTURES S,"SKULL,WALL,ELEVATED WORK PLATFORM,HEAD,MOBILE SCAFFOLD,SCAFFOLD,INSTALLING,FRACTURE,FALL PROTECTION,FALL",,1,,,,,,,,2017-02-24 01:00:54.645861
220902654,0523400,2016-11-03 01:11:00,,EMPLOYEE IS STRUCK AND KILLED BY FLYING METAL DISCHARGED FRO,"STRUCK BY,LOCKOUT/TAGOUT,ACCIDENTAL DISCHARGE,EQUIPMENT APPROVAL",,,,,,,X,,,2017-02-24 01:00:54.645861
220698252,0626600,2015-01-06 11:01:00,,EMPLOYEE WAS STRUCK AND KILLED BY A FALLING WOODEN UTILITY P,"STRUCK BY,FALLING OBJECT,MOTOR VEHICLE,POWERED INDUSTRIAL VEHICLE,POWER LINES",,,,,,,X,,,2017-02-24 01:00:54.645861
220698278,0214500,2015-01-07 04:01:00,,EMPLOYEE IS KILLED WHEN STRUCK BY GARBAGE TRUCK,"STRUCK BY,MOTOR VEHICLE,GARBAGE TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220698344,0454712,2015-01-06 02:01:00,,EMPLOYEE IS CRUSHED WHEN FORKLIFT OVERTURNS,"OVERTURN,FALLING OBJECT,HEAD,POWERED INDUSTRIAL VEHICLE,LEG,CRUSHED",,,,,,,X,,,2017-02-24 01:00:54.645861
220698682,0216000,2015-01-06 01:01:00,,EMPLOYEE KILLED WHEN CAUGHT ON TRUCK'S ROTATING DRIVE SHAFT.,"PUMP,TRUCK,CAUGHT BY,MOTOR VEHICLE,DRIVE SHAFT,CONCRETE",B,1,,,C,,X,,,2017-02-24 01:00:54.645861
220698724,0215000,2015-01-09 10:01:00,,ELEVATOR INSTALLER IS FATALLY CRUSHED BETWEEN BASEMENT AND E,"CAUGHT BETWEEN,CONSTRUCTION,CRUSHED,INSTALLING,ELEVATOR",,,,,,,X,,,2017-02-24 01:00:54.645861
220698179,0830600,2015-01-07 08:01:00,,EMPLOYEE FALLS FROM SCISSOR LIFT AND DIES,"FALL,LIGHTING,OVERHEAD CRANE",,,,,,,X,,,2017-02-24 01:00:54.645861
220699474,1055350,2015-01-10 11:01:00,,EMPLOYEE IS PINNED BETWEEN LOGS AT WORKSITE AND IS KILLED.,"PINNED,CAUGHT BETWEEN,CRUSHED,LOG,LOGGING",,,,,,,X,,,2017-02-24 01:00:54.645861
220699722,0950647,2015-01-08 07:01:00,,EMPLOYEE IS KILLED WHEN PINNED BETWEEN FORKLIFT AND TRAILER ,"PINNED,INDUSTRIAL TRUCK,ABDOMEN,CRUSHED,TRAILER",,,,,,,X,,,2017-02-24 01:00:54.645861
220699938,0215600,2015-01-13 01:01:00,,EMPLOYEE INSTALLING POWER LINE IS INJURED WHEN RUN OVER BY L,"CRUSHING,POWER LINES,RUN OVER,LOADER,INSTALLING,ANKLE,CONSTRUCTION,FRACTURE,LADDER,CONSTRUCTION VEHICLE",O,,,,A,,,,,2017-02-24 01:00:54.645861
220700058,0418100,2015-01-15 03:01:00,,EMPLOYEE DIES OF MULTIPLE INJURIES WHEN THROWN FROM SCISSOR ,"RIB,FALL,LACERATION,CRANE,BACK,AERIAL LIFT",,,,,,,X,,,2017-02-24 01:00:54.645861
220700124,0950615,2015-01-14 10:01:00,,EMPLOYEE'S FINGER IS AMPUTATED WHILE OPERATING A TABLE SAW,"REFINERY,CARPENTER,GLOVE,LACERATION,AMPUTATION,MACHINE GUARDING,FINGER,WOOD SLAB,TABLE SAW,THUMB",E,1,15,B,A,,,,,2017-02-24 01:00:54.645861
220700314,0419700,2015-01-20 03:01:00,,EMPLOYEE FRACTURES HEAD AND IS KILLED WHILE CHANGING CRANE T,"STRUCK BY,TIRE,CRANE,FRACTURE,HEAD,TIRE RIM",,,,,,,X,,,2017-02-24 01:00:54.645861
220206759,0627100,2012-06-25 12:06:00,,EMPLOYEE DIES OF HEAT EXHAUSTION,"HEAT,INDUSTRIAL TRUCK,HEAT EXHAUSTION",,,,,,,X,,,2017-02-24 01:00:54.645861
220750186,0950632,2015-02-03 01:02:00,,EMPLOYEE KILLED WHEN QUAD FLIPS OVER INTO IRRIGATION CANAL.,"OVERTURN,DROWNING,AGRICULTURE MACHINERY/VEHICLE",,,,,,,X,,,2017-02-24 01:00:54.645861
220843528,0317500,2016-04-08 11:04:00,,EMPLOYEE FALLS THROUGH STAIRWELL OPENING AND IS KILLED,"FALL,FLOOR OPENING",A,2,30,D,A,,X,,,2017-02-24 01:00:54.645861
220701643,0830500,2015-01-14 01:01:00,,EMPLOYEE IS KILLED WHEN STRUCK BY LID BLOWN OF A PRESSURIZED,"STRUCK BY,FLYING OBJECT,PRESSURE PIPING,PRESSURE VESSEL,MECHANIC,HEAD,WELDER",,,,,,,X,,,2017-02-24 01:00:54.645861
220751671,0419700,2015-03-21 03:03:00,,EMPLOYEE RUN OVER BY AN INTERNATIONAL BOX TRUCK,"TIRE,CRUSHED,CHEST,TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220238950,0214200,2012-02-22 07:02:00,,EMPLOYEE IS CAUGHT BETWEEN TWO CONTAINERS AND IS KILLED,"STRUCK BY,CAUGHT BETWEEN,LONGSHORING,SHIP",,,,,,,X,,,2017-02-24 01:00:54.645861
220229959,0627100,2012-06-21 12:06:00,,EMPLOYEE DIES OF POSSIBLE HEAT EXHAUSTION WHILE WORKING IN E,"HEAT,HEAT EXHAUSTION,EXCAVATION",I,,,,A,,X,,,2017-02-24 01:00:54.645861
220239958,0112300,2012-07-30 12:07:00,,EMPLOYEE IS TRIMMING TREE AND CONTACTS OVERHEAD POWER LINE A,"TREE TRIMMING,ELECTRICAL,ELECTROCUTED,OVERHEAD POWER LINE,LADDER",,,,,,,X,,,2017-02-24 01:00:54.645861
220062939,0522000,2012-01-14 09:01:00,,EMPLOYEE SUFFERS AMPUTATION FROM AN UNGUARDED GLUE MACHINE.,"AMPUTATED,NIP POINT,CAUGHT BETWEEN,LOCKOUT",,,,,,,,,,2017-02-24 01:00:54.645861
220752703,0418400,2015-02-24 07:02:00,,EMPLOYEE IS KILLED WHEN CAUGHT BETWEEN TWO TRAMS,"CAUGHT IN,CRUSHING,STRUCK BY,CAUGHT BETWEEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220768485,0253610,2015-05-04 11:05:00,,EMPLOYEE GOES INTO CARDIAC ARREST WHILE PERFORMING FIREFIGHT,"CARDIAC ARREST,FIRE BRIGADE/DEPARTMENT",,,,,,,X,,,2017-02-24 01:00:54.645861
220033674,0830100,2011-07-11 05:07:00,,EMPLOYEE IS KILLED IN FALL FROM BRIDGE,"DECKING,FALL,ELEVATED WORK PLATFORM",J,,75,F,A,,X,,,2017-02-24 01:00:54.645861
220175350,0214500,2012-05-21 03:05:00,,EMPLOYEE IS KILLED WHEN PINNED UNDER A FALLEN CHIPPER.,"PINNED,JACK,CRUSHED,CRUSHING,BRAKE,CHEST,CHIPPER",,,,,,,X,,,2017-02-24 01:00:54.645861
220701601,0418400,2015-01-23 11:01:00,,EMPLOYEE IS CRUSHED AND KILLED BY HYDRAULIC RAM OF BANDER.,"PINNED,LOCKOUT,HYDRAULIC LIFT,CRUSHED,CONVEYOR,ASPHYXIATED",,,,,,,X,,,2017-02-24 01:00:54.645861
220256952,0626600,2012-08-16 12:08:00,,EMPLOYEE DIES AFTER SUSTAINING HEAD TRAUMA WHILE DISCONNECTI,"TRACTOR TRAILER,TRACTOR--TRUCK,TRUCK,HEAD,TRAILER TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220226955,0729300,2012-07-02 10:07:00,,EMPLOYEE KILLED CROSSING THROUGH TRAFFIC AND RAN BEHIND A DU,"STRUCK BY,TRUCK,HIGHWAY",I,,,G,B,,X,,,2017-02-24 01:00:54.645861
220221956,0522300,2012-07-02 12:07:00,,AN EMPLOYEE USING A FORKLIFT WAS FOUND DEAD ON THE FLOOR.,"STRUCK BY,MATERIAL HANDLING,INDUSTRIAL TRUCK,HEADACHE,TRUCK,WAREHOUSE,HEAD,FRACTURE",,,,,,,X,,,2017-02-24 01:00:54.645861
220236558,0523300,2012-08-01 08:08:00,,EMPLOYEE FATALLY CRUSHED BY LARGE SHEETS OF METAL.,"CRUSHING,STRUCK BY,JACK,MATERIAL HANDLING",,,,,,,X,,,2017-02-24 01:00:54.645861
220032593,1032500,2011-07-09 01:07:00,,EMPLOYEE IS KILLED WHEN A SCRAPER ROLLED OFF THE EDGE OF A D,"DROWNING,DROWN",P,,,,,,X,,,2017-02-24 01:00:54.645861
220177570,0111500,2012-05-16 11:05:00,,EMPLOYEE AMPUTATES THREE MIDDLE FINGERS FROM HAND TRIMMING F,"BANDSAW,MEAT SLICING MACHINE,AMPUTATION,FINGER,HAND",,,,,,,,,,2017-02-24 01:00:54.645861
220229355,0216000,2012-05-29 09:05:00,,EMPLOYEE LOSES BALANCE AND IS INJURED IN FALL FROM ROOF,"ROOFER,ROOF,LOST BALANCE,FALL",A,1,22,A,B,,X,,,2017-02-24 01:00:54.645861
220244354,0625700,2012-07-16 03:07:00,,EMPLOYEE DIES WHEN CAUGHT AND CRUSHED BETWEEN BARGES,"CRUSHING,BARGE,FALL,SHIP,RIGGING,LONGSHORING",,,,,,,X,,,2017-02-24 01:00:54.645861
220908339,0420600,2016-10-26 11:10:00,,EMPLOYEE STRUCK AND KILLED BY INDUSTRIAL VEHICLE,"STRUCK BY,BACKING UP,POWERED INDUSTRIAL VEHICLE,BACK-UP ALARM",,,,,,,X,,,2017-02-24 01:00:54.645861
220897078,0728500,2016-10-17 10:10:00,,EMPLOYEE CRUSHED AND KILLED BY OUTRIGGER ON CONCRETE PUMPER ,"PINNED,CAUGHT BETWEEN,CONCRETE TRUCK,OUTRIGGER,STRUCK BY",C,1,15,D,A,,X,,,2017-02-24 01:00:54.645861
220266159,0627700,2012-08-27 11:08:00,,EMPLOYEE IS STRUCK BY FALLING OBJECT AND IS KILLED,"STRUCK BY,UNSTABLE POSITION,CRUSHED,HEATER,FALLING OBJECT",K,,,,C,,X,,,2017-02-24 01:00:54.645861
220101125,0626700,2012-02-29 11:02:00,,EMPLOYEE STRUCK AND KILLED BY A FALLEN STEEL BEAM,"STRUCK BY,POWERED INDUSTRIAL VEHICLE,HEAD,STEEL BEAM,CHEST,FALLING OBJECT,FALL",H,2,,E,A,,X,,,2017-02-24 01:00:54.645861
220814313,0418100,2015-12-01 02:12:00,,EMPLOYEE FALLS FROM ROOF THROUGH SKYLIGHT AND DIES FROM HEAD,"SAW,FALL,SKYLIGHT",C,1,15,D,B,,X,,,2017-02-24 01:00:54.645861
220228357,0729700,2012-07-10 08:07:00,,EMPLOYEE KILLED FALLING FROM MOVING VEHICLE.,"FALL,HEAD,MOTOR VEHICLE",,,,,,,X,,,2017-02-24 01:00:54.645861
220263354,0215600,2012-08-16 03:08:00,,EMPLOYEE FALLS FROM LADDER AND LATER DIES,"STRUCK AGAINST,UNSECURED,UNSTABLE POSITION,HEAD,LADDER,FREEZER COMPARTMENT,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220063945,0522300,2012-02-08 08:02:00,,EMPLOYEE DIES AFTER BEING STRUCK BY EQUIPMENT,"STRUCK BY,BRAIN,FALL,FRONT END LOADER,HEAD,CONCRETE",D,,,,D,,X,,,2017-02-24 01:00:54.645861
220909824,0454734,2016-11-28 06:11:00,,EMPLOYEE IS STRUCK AND KILLED BY FALLING TREE LIMB,"STRUCK BY,HEAD,POWER LINES",,,,,,,X,,,2017-02-24 01:00:54.645861
220759302,0627700,2015-02-13 09:02:00,,EMPLOYEE IS ELECTROCUTED WHILE REPAIRING POWER LINE,"ELECTRICAL,POWER LINES,ELECTROCUTED",,,,,,,X,,,2017-02-24 01:00:54.645861
220909253,0830100,2016-11-28 11:11:00,,EMPLOYEE CRUSHED AND ASPHYXIATED BY TRUCK CAB,"ASPHYXIATED,CRUSHED,TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220238554,0418800,2012-08-02 04:08:00,,EMPLOYEE ELECTROCUTED BY ELECTRICAL JUNCTION BOX.,"DEMOLITION,FALL,ELECTRICAL",C,1,12,C,D,,X,,,2017-02-24 01:00:54.645861
220701015,0625700,2015-01-16 03:01:00,,EMPLOYEE DROWNS WHILE BEING INTOXICATED WITH A MIXER OF DRUG,"DROWN,INTOXICATED,DRUG OVERDOSE",,,,,,,X,,,2017-02-24 01:00:54.645861
220768147,0626600,2015-05-14 03:05:00,,EMPLOYEE HAS PINKY REATTACHED AFTER AMPUTATED BY MACHINE LAT,"FINGER,LATHE,AMPUTATION",,,,,,,,,,2017-02-24 01:00:54.645861
220767867,0524700,2015-05-14 02:05:00,,EMPLOYEE FRACTURES SEVERAL BONES IN FALL AT SALVAGE YARD,"RIB,WRIST,BACK,FRACTURE,LUNG,FALL",,,,,,,,,,2017-02-24 01:00:54.645861
220790190,0352420,2015-02-26 03:02:00,,EMPLOYEE WEARING RESPIRATOR IS KILLED DURING BODY REPAIR WOR,"PAINT,ISOCYANATE,ALLERGIC REACTION,PPE,RESPIRATOR,AUTOMOTIVE REPAIR,RESPIRATORY",,,,,,,X,,,2017-02-24 01:00:54.645861
220753826,0950411,2015-03-16 03:03:00,,EMPLOYEE CRUSHED AND KILLED BY TRACTOR WHILE PLOWING FIELD.,"THIGH,BLOOD CLOT,TRACTOR,ANKLE,AGRICULTURE,FRACTURE,RUN OVER,LEG,KNEE,HIP,AGRICULTURE MACHINERY/VEHICLE",,,,,,,X,,,2017-02-24 01:00:54.645861
220699805,0418800,2015-01-14 01:01:00,,EMPLOYEE FALLS THROUGH A FLOOR OPENING AND IS KILLED.,"SHOULDER,RESIDENTIAL CONSTRUCTION,HEAD,FRACTURE,FALL PROTECTION,FLOOR OPENING,FALL,ELEVATED WORK PLATFORM,BUILDING,SPINE",A,2,,E,A,,X,,,2017-02-24 01:00:54.645861
220741961,0950411,2015-01-02 12:01:00,,EMPLOYEE DROWNS IN A ROLL-OVER ACCIDENT WHILE DRIVING A TRAC,"AGRICULTURE,DROWNING,ROLL-OVER",,,,,,,X,,,2017-02-24 01:00:54.645861
220845515,0521700,2016-04-16 12:04:00,,EMPLOYEE IS STRUCK BY FALLING TREE LIMB AND IS KILLED,"STRUCK BY,FALLING OBJECT,CHAIN SAW",,,,,,,X,,,2017-02-24 01:00:54.645861
220194757,0627700,2012-06-18 12:06:00,,EMPLOYEE IS KILLED IN FALL FROM ROOF,"FALL,FALL PROTECTION,ROOF",H,5,60,,A,,X,,,2017-02-24 01:00:54.645861
220894646,0316400,2016-10-12 01:10:00,,EMPLOYEE FALLS THROUGH OPENING IN ROOF AND IS KILLED,"ARM,LEG,ROOF,HEAD,FALL,FALL PROTECTION,FRACTURE",H,1,16,A,B,,X,,,2017-02-24 01:00:54.645861
220753107,0316700,2015-03-27 10:03:00,,ONE EMPLOYEE KILLED AND TWO INJURED IN A HYDROGEN BLAST.,"PINNED,STRUCK BY,BURN,BLASTING,BACK,ARM,PRESSURE RELEASE",,,,,,,X,,,2017-02-24 01:00:54.645861
220706220,0522000,2015-01-30 04:01:00,,EMPLOYEE IS KILLED WHILE TRYING TO BOARD MOVING VEHICLE,"ASPHYXIATED,STRUCK AGAINST,CAUGHT BETWEEN,MOTOR VEHICLE",,,,,,,X,,,2017-02-24 01:00:54.645861
220202956,0213100,2012-06-23 01:06:00,,EMPLOYEE IS KILLED WHEN HIS HEAD IS CAUGHT IN DUMBWAITER,"CAUGHT BETWEEN,CRUSHED,CONVEYOR",,,,,,,X,,,2017-02-24 01:00:54.645861
220265557,0626700,2012-08-29 01:08:00,,EMPLOYEE IS STRUCK BY FORKLIFT AND LATER DIES FROM HEAD INJU,"PAINTER,POWERED INDUSTRIAL VEHICLE,STRUCK AGAINST,BACKING UP,FRACTURE,HEAD,ANKLE,STRUCK BY",,,,,,,X,,,2017-02-24 01:00:54.645861
220746820,0626300,2015-03-04 02:03:00,,EMPLOYEE IS KILLED FROM ENGULFMENT BY SOYBEANS,"ASPHYXIATED,GRAIN,GRAIN BIN,CONVEYOR,TRACTOR TRAILER,CONFINED SPACE",,,,,,,X,,,2017-02-24 01:00:54.645861
220746895,0352430,2015-01-28 11:01:00,,EMPLOYEE DIES AFTER FALLING FROM ELEVATED PLATFORM,"ELEVATED WORK PLATFORM,LANYARD,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220747240,0728500,2015-03-09 07:03:00,,"EMPLOYEE IS  STRUCK BY FLYING TIRE AND WHEEL, LATER DIES","STRUCK BY,COMPRESSED AIR,HAND,AIR PRESSURE,ACCIDENTAL DISCHARGE,TIRE,TIRE BEAD,ARM,TIRE RIM",,,,,,,X,,,2017-02-24 01:00:54.645861
220748446,0522300,2015-03-11 08:03:00,,EMPLOYEE IS CRUSHED AND KILLED AFTER BEING STRUCK BY FORKLIF,"STRUCK BY,POWERED INDUSTRIAL VEHICLE,LOST BALANCE,FALLING OBJECT,CRUSHED,FALL",,,,,,,X,,,2017-02-24 01:00:54.645861
220748982,0317900,2015-03-16 12:03:00,,EMPLOYEE FELL FROM 2ND STORY PLATFORM,"VERTEBRA,FALL,GUARDRAIL,FRACTURE",,,,,,,,,,2017-02-24 01:00:54.645861
220749469,0936200,2015-03-11 06:03:00,,EMPLOYEE IS KILLED IN FALL FROM CART,"STRUCK AGAINST,FALL,MOTOR VEHICLE,RIDING ON EQUIPMENT,HEAD,CONCRETE",,,,,,,X,,,2017-02-24 01:00:54.645861
220750061,0454712,2015-03-11 01:03:00,,EMPLOYEE IS KILLED IN A FALL FROM ROOF,"RIB,FALL,LUNG,ROOF,FALL PROTECTION,AGRICULTURE,ROOFER,SKULL,SLIP",H,1,25,,A,,X,,,2017-02-24 01:00:54.645861
220750145,0552651,2015-02-10 09:02:00,,EMPLOYEE SUFFERS HEART ATTACK,HEART ATTACK,A,,,B,B,,X,,,2017-02-24 01:00:54.645861
220751143,0627700,2015-03-18 02:03:00,,EMPLOYEE KILLED BY A FALLING TREE LIMB.,"STRUCK BY,TREE LIMB,FRACTURE,LEG,HEAD,WOOD CHIPS,TREE FELLING,TREE",,,,,,,X,,,2017-02-24 01:00:54.645861
220771240,0454712,2015-06-01 09:06:00,,EMPLOYEE IS KILLED IN AN ATV ROLLOVER,"SPEEDING,ROLL-OVER,ATV",,,,,,,X,,,2017-02-24 01:00:54.645861
220771455,0355118,2015-02-10 12:02:00,,EMPLOYEE KILLED FROM FALL OFF ROOF.,"FALL,HEAD,ROOF",B,3,35,,A,,X,,,2017-02-24 01:00:54.645861
220771539,0625500,2015-06-02 02:06:00,,EMPLOYEE HAS HEART ATTACK AND DIES,HEART ATTACK,,,,,,,X,,,2017-02-24 01:00:54.645861
220772131,0627500,2015-06-04 09:06:00,,EMPLOYEE FELL INTO SWIMMING POOL AND DROWNED.,"POOL,DROWNING",,,,,,,X,,,2017-02-24 01:00:54.645861
220159958,0420300,2012-05-07 08:05:00,,EMPLOYEE OVER TURNS RIDING MOWER AND IS KILLED,"OVERTURN,LAWN MOWER,ROLL-OVER,SLOPE",,,,,,,X,,,2017-02-24 01:00:54.645861
220917181,0551800,2016-12-22 12:12:00,,EMPLOYEE IS STRUCK AND KILLED BY CONCRETE TRUCK,"STRUCK BY,CONCRETE TRUCK",,,,,,,X,,,2017-02-24 01:00:54.645861
220899140,0454711,2016-10-24 09:10:00,,EMPLOYEE STRUCK AND KILLED BY FRONT-END LOADER,"STRUCK BY,CHEST,CRUSHED,FRONT END LOADER,ABDOMEN",,,,,,,X,,,2017-02-24 01:00:54.645861
220121958,0729700,2012-04-03 10:04:00,,EMPLOYEE FRACTURES ANKLE AND LEG WHEN STRUCK BY FORKLIFT,"STRUCK BY,RUN OVER,ANKLE,FRACTURE,POWERED INDUSTRIAL VEHICLE,LEG",C,1,20,E,A,,,,,2017-02-24 01:00:54.645861
